"ID Number,Student Name,Department,Year,Percentage,Local Hackathons Participated,Local Hackathons Won,Paper Presentations,National Level Hackathons participated,National Level Hackathons Won,Certifications,R&D Work Rating,Social Interactions,Paper Publications"
"21091A0143,John Stevens PhD,Civil,4,36.21,7,6,3,2,3,19,1,1,11"
"24091A3235,Jaclyn Mcdaniel,DS,1,9.48,2,1,9,1,5,28,2,0,7"
"24091A0273,Jason Stone,EEE,1,80.58,6,6,4,5,3,4,4,9,14"
"24091A3385,Rachel Kim,AIML,1,86.44,16,6,10,2,1,20,4,3,5"
"21091A0712,Michael Myers,Mech,4,93.28,11,2,1,4,5,4,2,9,30"
"22091A011,Thomas Fowler,Civil,3,16.59,28,4,4,4,1,19,5,0,23"
"21091A0258,Vicki Strong,EEE,4,14.72,30,7,3,2,5,26,2,5,22"
"22091A3362,Anne Wolf,AIML,3,52.68,12,6,2,5,0,14,5,6,17"
"24091A0220,Angela Mccann,EEE,1,38.02,5,7,7,3,5,5,1,10,6"
"24091A0227,Paula Hernandez,EEE,1,37.89,26,6,3,0,3,26,1,7,6"
"24091A0745,Jennifer Perez,Mech,1,27.22,18,7,2,5,0,8,5,3,3"
"24091A3327,Edward Garcia,AIML,1,6.15,27,1,7,2,1,14,2,7,10"
"21091A0541,Elizabeth Simpson,CSE,4,3.23,24,5,10,2,4,19,5,4,13"
"22091A0572,Gregory Torres,CSE,3,95.78,20,1,0,3,0,22,4,7,7"
"24091A0753,Miranda Huff,Mech,1,98.45,18,6,9,3,3,17,2,5,19"
"23091A3341,Michael Nguyen,AIML,2,21.2,25,0,3,3,0,7,1,10,3"
"22091A0527,Jake Gibson,CSE,3,13.61,15,0,3,1,2,11,4,2,10"
"24091A0510,Larry Wheeler,CSE,1,37.69,15,9,1,4,0,21,3,6,4"
"22091A3478,Zachary Rodriguez,Business Systems,3,83.96,26,9,0,2,0,10,2,10,9"
"21091A0541,Loretta Gray,CSE,4,36.29,30,1,7,1,4,16,5,7,19"
"24091A3418,Nicholas Manning,Business Systems,1,67.99,27,9,2,2,0,3,3,6,18"
"21091A3221,Michael Lynn,DS,4,18.32,19,0,7,1,0,19,4,4,19"
"23091A0710,Samantha Dunn,Mech,2,56.59,24,5,9,2,5,18,4,6,26"
"23091A3235,Nancy Wood,DS,2,42.6,30,10,4,3,0,13,3,6,22"
"21091A0134,Eric Allen,Civil,4,2.87,22,9,8,2,4,24,1,10,17"
"21091A3352,Tonya Lester,AIML,4,40.1,21,1,2,4,5,27,2,7,23"
"21091A0541,Erin Moore,CSE,4,23.02,25,1,10,4,3,23,1,6,14"
"24091A0226,Michelle Lopez,EEE,1,99.49,19,5,7,2,0,19,4,9,8"
"23091A3396,Dr. Samuel Cunningham,AIML,2,44.01,24,5,9,4,2,6,5,3,3"
"21091A0116,Eric Fox,Civil,4,46.95,29,5,3,3,3,30,2,6,4"
"24091A3262,Jessica Chase,DS,1,89.92,27,0,1,0,2,26,2,10,5"
"23091A3228,Jacob Watson,DS,2,45.58,13,7,7,0,3,6,4,6,1"
"23091A0589,Kendra Rodriguez,CSE,2,20.61,28,10,7,2,1,9,5,5,19"
"21091A0584,Elizabeth Smith,CSE,4,92.8,16,0,7,3,5,8,1,7,6"
"22091A0771,Terry White,Mech,3,95.12,22,7,0,0,0,6,5,4,7"
"21091A3472,Rebecca Watson,Business Systems,4,52.7,27,2,2,5,5,27,2,3,30"
"22091A3426,Margaret Black,Business Systems,3,28.41,5,7,7,2,3,3,2,7,23"
"21091A0563,Jorge Lawson,CSE,4,94.04,18,1,8,1,3,6,5,4,0"
"22091A0114,Ryan Kramer,Civil,3,63.81,10,0,1,3,0,5,3,2,28"
"24091A3265,Debbie Prince MD,DS,1,16.58,4,1,7,2,3,6,1,10,9"
"21091A0558,Laura Floyd,CSE,4,70.87,27,9,4,4,4,16,5,4,7"
"23091A0510,Kayla Nunez,CSE,2,2.76,27,1,1,2,5,22,4,8,24"
"22091A3267,Virginia Hopkins,DS,3,77.25,23,4,5,2,5,6,1,0,8"
"21091A0596,Joseph Foster,CSE,4,6.43,14,10,10,4,3,14,1,9,25"
"23091A015,Wendy Roberts,Civil,2,36.91,26,2,10,0,5,26,3,8,11"
"22091A3391,Tara Schneider,AIML,3,91.8,24,2,9,4,3,11,4,10,22"
"24091A059,Rebecca Holmes,CSE,1,28.61,25,7,7,3,4,28,2,2,16"
"24091A3354,Nancy Suarez,AIML,1,60.75,3,9,9,5,1,0,2,5,15"
"23091A3212,Elizabeth Garcia,DS,2,89.98,3,8,2,4,4,13,1,8,19"
"21091A3429,Matthew Morales,Business Systems,4,53.82,26,9,6,5,4,23,2,8,5"
"22091A0160,Kurt Robinson,Civil,3,9.57,9,6,0,1,2,1,5,4,7"
"24091A3432,Travis Wilson,Business Systems,1,84.74,12,10,6,1,1,27,2,8,21"
"22091A057,Christine Stephens,CSE,3,82.48,23,9,6,1,0,0,3,9,1"
"22091A3388,Crystal Leon MD,AIML,3,91.93,21,3,3,5,1,11,2,4,25"
"23091A3334,James Riley,AIML,2,88.55,1,9,5,4,3,21,4,3,5"
"21091A0519,Megan Garcia,CSE,4,87.78,12,3,0,2,0,26,4,4,17"
"24091A0233,Jacqueline Avila,EEE,1,99.33,28,5,4,0,2,6,4,6,0"
"22091A0589,Joseph Turner,CSE,3,67.92,14,4,2,0,4,24,4,1,15"
"24091A013,Jordan Norman,Civil,1,53.91,25,7,6,4,4,24,5,4,25"
"22091A0192,Aaron Davis,Civil,3,55.25,30,0,10,3,2,3,4,5,18"
"24091A3342,David Davis,AIML,1,45.17,7,2,9,1,4,28,4,8,7"
"21091A0579,David Brown,CSE,4,48.36,8,9,5,5,3,12,1,6,27"
"24091A0510,Emily Adams,CSE,1,50.77,5,4,2,1,2,26,2,3,1"
"23091A3427,Samantha Salazar,Business Systems,2,98.4,14,8,5,0,3,4,3,5,9"
"23091A0566,Cory Harper,CSE,2,44.28,11,5,3,4,5,28,2,3,22"
"23091A0269,Tara May,EEE,2,52.81,11,2,9,1,3,27,1,5,4"
"23091A023,Richard Rodriguez,EEE,2,90.77,23,0,9,3,0,22,5,5,8"
"22091A0552,Christopher Alvarez,CSE,3,62.82,29,5,8,4,0,13,4,10,22"
"22091A3355,David Campbell,AIML,3,62.51,22,2,5,2,2,20,5,6,22"
"21091A3238,Lawrence Rivera,DS,4,97.95,27,8,2,1,4,28,5,5,19"
"24091A3383,Robert White,AIML,1,66.3,14,10,8,1,2,30,1,0,19"
"23091A3238,Emily Beck,DS,2,25.21,22,4,8,2,4,10,3,0,7"
"23091A3263,Jorge Gonzalez,DS,2,38.54,12,3,3,1,4,1,2,3,4"
"24091A324,Billy James,DS,1,17.62,23,10,5,3,2,27,2,10,2"
"24091A0171,Lauren Rodriguez,Civil,1,56.68,29,7,7,5,5,20,5,6,12"
"23091A3492,Daniel Banks,Business Systems,2,15.3,5,8,7,3,1,12,3,10,1"
"24091A0789,Sarah Jackson,Mech,1,15.55,16,8,9,4,5,13,5,6,4"
"22091A3378,Rachel Kramer,AIML,3,10.26,23,1,4,3,3,3,2,10,22"
"22091A3473,Nicholas Hamilton,Business Systems,3,7.92,24,7,5,3,0,15,3,1,25"
"24091A3423,Sabrina Matthews,Business Systems,1,63.61,14,9,4,3,3,0,1,2,27"
"22091A3429,Christopher Gibson,Business Systems,3,71.92,15,0,5,5,2,0,1,5,30"
"24091A0277,Cory Smith,EEE,1,28.37,23,5,6,4,3,20,1,3,22"
"23091A0753,Jennifer Diaz,Mech,2,45.8,9,2,8,0,0,30,5,4,11"
"21091A0762,Samuel Massey,Mech,4,74.7,17,2,10,5,5,1,2,9,11"
"22091A0715,Amanda Haynes,Mech,3,84.68,21,9,5,3,1,0,1,3,14"
"23091A0535,Marc Mack,CSE,2,49.5,18,8,0,5,3,18,4,6,12"
"23091A0115,Kristin Butler,Civil,2,59.94,14,2,8,0,5,22,5,8,10"
"21091A0149,Christopher Herman,Civil,4,52.18,14,4,8,3,3,25,4,4,3"
"22091A3331,Peter Edwards MD,AIML,3,9.15,15,10,6,2,2,4,2,7,24"
"23091A0158,Tina Nelson,Civil,2,61.18,20,0,3,1,3,24,2,10,19"
"23091A3388,Victoria Jackson,AIML,2,82.05,28,4,6,5,5,29,3,8,4"
"24091A0296,Evelyn Lewis,EEE,1,72.34,6,4,7,4,1,5,2,10,8"
"21091A073,Cindy Clements,Mech,4,35.32,2,7,3,2,0,22,4,6,19"
"22091A3363,Michael Montoya,AIML,3,84.26,25,5,10,5,4,25,4,8,22"
"22091A0260,Alice Berger,EEE,3,71.59,13,0,9,3,4,8,5,8,25"
"21091A0535,Gabriel Thomas,CSE,4,98.21,4,10,7,4,0,19,5,4,0"
"22091A0771,Keith Johnston,Mech,3,31.01,9,5,7,5,2,13,2,1,25"
"21091A0714,Grant Lawrence,Mech,4,18.16,10,6,1,3,3,13,2,2,20"
"24091A3219,Mary Miller,DS,1,31.86,22,6,6,0,1,0,1,10,12"
"23091A0287,Melinda Mendoza,EEE,2,69.71,3,0,9,5,3,16,2,2,1"
"22091A0181,Andrea Gutierrez,Civil,3,87.99,4,0,6,1,2,3,4,3,12"
"23091A3276,Nicholas James,DS,2,32.94,16,7,4,2,2,26,3,6,18"
"23091A0557,Tiffany Williams,CSE,2,43.99,13,9,8,2,2,3,2,8,9"
"23091A014,Donald Cohen,Civil,2,3.35,5,10,1,2,2,1,4,0,21"
"24091A3363,Tiffany Lowe,AIML,1,74.98,26,8,10,2,3,28,4,5,21"
"21091A3324,Rebecca Bender,AIML,4,38.99,22,2,1,5,3,10,3,6,24"
"21091A0219,Alexander Torres,EEE,4,81.34,17,7,5,3,5,29,1,4,3"
"22091A0738,Luis Dominguez,Mech,3,64.27,11,1,5,5,0,18,4,7,9"
"23091A3417,Kristina Faulkner,Business Systems,2,81.33,1,5,7,5,4,20,1,2,28"
"24091A0562,James Frank,CSE,1,99.83,21,4,6,4,3,30,2,5,9"
"21091A0283,Manuel Thompson,EEE,4,57.35,29,4,5,2,4,11,2,5,7"
"21091A3356,Wayne Chandler,AIML,4,94.4,5,7,0,3,4,20,4,6,20"
"22091A0169,Stephanie Jones,Civil,3,9.43,30,10,5,0,2,19,1,1,9"
"22091A3326,Laura Stout,AIML,3,3.28,22,1,6,0,1,2,3,5,15"
"24091A3266,Timothy Lopez,DS,1,83.89,7,5,8,2,3,3,5,10,9"
"24091A3442,Devin Jones,Business Systems,1,87.16,29,5,8,2,1,2,5,2,12"
"24091A3292,Robert Chan,DS,1,52.31,10,10,0,3,2,6,1,2,7"
"21091A0151,Brandi Lewis,Civil,4,8.43,5,1,9,2,5,27,1,3,12"
"24091A3441,Martin White,Business Systems,1,39.64,8,4,5,4,1,5,3,9,10"
"24091A332,Kimberly Hudson,AIML,1,48.91,9,6,7,2,2,3,3,8,17"
"22091A3468,Linda Howard,Business Systems,3,35.04,20,1,3,5,2,24,2,2,18"
"22091A0529,Katherine Brown,CSE,3,36.99,7,10,6,3,2,6,3,0,13"
"24091A0569,Shelby Parker,CSE,1,62.78,0,0,5,1,2,4,2,6,15"
"23091A3476,Lauren Taylor,Business Systems,2,63.93,14,3,7,4,2,12,4,3,12"
"23091A3463,Jenna Hernandez,Business Systems,2,19.72,24,4,8,5,1,22,5,8,29"
"21091A0522,Michael Blair,CSE,4,36.77,1,3,1,0,5,19,4,8,23"
"24091A3487,Christina Pope,Business Systems,1,59.86,1,8,8,3,2,20,2,4,2"
"23091A0221,Joseph Foster MD,EEE,2,17.37,8,7,0,1,0,5,5,4,1"
"21091A0181,Jason Smith,Civil,4,60.08,30,2,1,4,4,29,2,6,2"
"24091A011,Joshua Cameron,Civil,1,51.77,26,6,4,5,4,16,4,10,0"
"24091A0786,Keith Clark,Mech,1,32.56,1,6,5,0,5,19,5,0,6"
"22091A0718,Kathryn Harper,Mech,3,32.37,19,9,9,4,1,13,2,3,29"
"23091A3436,Shane Pham,Business Systems,2,33.1,24,7,10,3,3,11,2,9,10"
"24091A0780,Chelsea Smith,Mech,1,86.88,6,3,9,5,1,6,1,4,15"
"21091A0123,Jennifer Morris,Civil,4,22.81,5,2,5,0,5,29,3,3,1"
"24091A074,Daniel Jackson,Mech,1,78.5,15,10,8,4,2,16,3,7,24"
"21091A3244,Keith Brown,DS,4,62.82,15,0,1,5,2,16,5,0,8"
"24091A0761,Brian Brown,Mech,1,37.99,0,8,5,3,3,25,3,5,1"
"21091A0226,Mr. Andrew Deleon DVM,EEE,4,89.87,15,1,6,3,1,28,3,8,0"
"22091A3491,Emily Hernandez,Business Systems,3,69.07,22,4,5,2,5,9,1,0,26"
"24091A0559,William Thompson,CSE,1,78.29,21,2,9,5,5,13,5,6,18"
"21091A0285,Aaron Riddle,EEE,4,81.04,11,10,1,0,2,28,4,2,8"
"22091A0711,Natalie Hobbs,Mech,3,76.89,6,1,4,1,4,23,2,6,0"
"22091A323,Todd Baker,DS,3,30.23,14,10,7,3,3,25,2,1,19"
"21091A3222,Derek Gonzalez,DS,4,58.36,18,3,10,0,5,2,5,3,5"
"24091A0590,Thomas Armstrong,CSE,1,46.8,4,4,1,4,3,20,5,6,11"
"24091A0525,Joshua Thompson,CSE,1,35.29,23,2,7,0,5,26,5,7,28"
"24091A3295,Jacob Miller,DS,1,30.53,20,10,9,2,3,14,5,7,13"
"21091A072,Andrea Poole,Mech,4,4.17,10,7,1,0,0,7,2,7,21"
"23091A3455,Jason Sanders,Business Systems,2,89.1,2,4,4,1,4,10,2,9,27"
"23091A0792,Kathy Lara,Mech,2,47.54,9,6,10,1,0,13,2,9,3"
"24091A0282,Jean Wolfe,EEE,1,33.06,1,7,0,4,5,14,2,5,6"
"24091A3488,Kelly Jacobs,Business Systems,1,4.55,13,1,4,1,4,28,2,8,22"
"22091A3470,Barbara Stewart,Business Systems,3,29.84,7,3,10,5,1,22,4,5,8"
"24091A3358,Lindsay Allen,AIML,1,33.26,10,6,3,4,1,12,1,2,10"
"22091A0532,William Becker,CSE,3,60.56,4,7,2,1,5,10,2,5,7"
"23091A0770,Miranda Joseph,Mech,2,89.75,14,5,8,4,5,5,2,7,5"
"23091A3432,Heidi Rodriguez,Business Systems,2,89.89,22,8,1,4,2,11,5,5,8"
"22091A0128,Randy Love,Civil,3,36.93,2,5,7,3,5,4,2,10,0"
"24091A0295,Michael Roberts,EEE,1,26.45,23,7,5,1,3,11,4,2,9"
"22091A3414,April Young,Business Systems,3,97.56,21,3,3,4,3,11,4,3,30"
"23091A3423,Carl Tucker,Business Systems,2,3.85,6,1,7,2,3,5,5,6,9"
"24091A3448,Shane Johnson,Business Systems,1,44.21,12,6,10,0,3,23,1,1,8"
"22091A0516,Miguel Herrera,CSE,3,28.25,15,1,3,3,1,4,4,2,5"
"24091A3474,William Delgado,Business Systems,1,76.57,4,5,3,4,2,10,4,4,2"
"22091A024,Edgar Williams,EEE,3,3.82,24,6,7,0,4,12,3,0,8"
"24091A0767,Thomas Shea,Mech,1,88.87,7,4,9,2,5,0,4,5,17"
"24091A0751,Michele Berry,Mech,1,19.28,7,5,4,2,0,15,1,9,21"
"23091A3238,David Wright,DS,2,54.35,20,6,2,1,5,18,2,1,27"
"21091A0568,David Roman,CSE,4,77.7,14,9,1,1,5,21,2,0,30"
"24091A0766,Leslie Terry,Mech,1,96.02,23,5,7,5,4,19,1,6,20"
"22091A023,Philip Hodge,EEE,3,70.72,16,2,5,1,5,22,5,2,10"
"24091A016,Daniel Garcia,Civil,1,21.99,9,2,1,4,4,12,2,10,13"
"22091A3295,Thomas Williams,DS,3,95.19,21,1,5,1,2,7,3,0,7"
"21091A0711,Courtney Johnson,Mech,4,71.96,9,9,4,2,1,5,5,1,9"
"22091A3244,Jonathan Wells,DS,3,14.34,27,5,5,1,2,7,4,5,11"
"24091A3396,James Harrington,AIML,1,19.5,18,6,8,0,1,24,3,1,12"
"21091A0582,Michelle Thompson,CSE,4,41.87,10,4,2,2,0,27,3,1,15"
"21091A3495,Stephen Silva,Business Systems,4,54.85,12,0,1,4,5,16,2,8,11"
"21091A3397,Dr. Katherine Singh DVM,AIML,4,21.32,21,4,6,0,4,9,4,1,14"
"21091A3468,Mary Spears,Business Systems,4,48.05,7,7,1,0,5,9,4,10,13"
"22091A0145,Samuel Perkins,Civil,3,76.04,6,3,10,3,4,24,5,9,29"
"21091A022,Andrew Martinez,EEE,4,8.03,9,6,3,4,5,20,5,3,2"
"22091A3498,Kyle Rivera,Business Systems,3,86.81,23,4,2,1,2,4,5,4,5"
"23091A0577,Dawn Hanna,CSE,2,14.98,29,0,0,5,4,1,3,9,24"
"21091A0241,Melissa Rivas,EEE,4,75.37,12,2,0,2,3,23,1,5,3"
"23091A0767,Jacqueline Ford,Mech,2,19.26,5,6,1,1,5,19,4,0,3"
"21091A0257,Richard Moran,EEE,4,51.43,28,0,0,0,1,2,5,4,6"
"23091A0758,Neil Smith,Mech,2,94.33,25,10,6,2,4,10,1,3,18"
"24091A0519,Alexandra Larsen,CSE,1,23.79,2,9,7,1,5,7,2,3,24"
"23091A3458,Erik George,Business Systems,2,77.68,24,5,3,4,0,4,3,10,26"
"24091A3476,Scott Stewart,Business Systems,1,75.11,0,4,6,4,3,30,3,8,5"
"22091A0741,Aaron Jones,Mech,3,52.55,13,10,1,0,0,2,2,6,19"
"24091A0581,Crystal Smith,CSE,1,70.38,6,2,2,2,0,14,2,4,22"
"22091A0261,Lindsey Allen,EEE,3,58.32,18,1,0,2,0,0,2,1,20"
"21091A3450,William Sampson,Business Systems,4,92.02,1,8,1,0,2,25,3,0,5"
"21091A3323,David Acosta,AIML,4,36.48,2,5,4,1,4,5,3,7,7"
"24091A078,Marcus Bush,Mech,1,75.42,27,0,9,0,1,9,3,1,1"
"23091A051,Allison Patrick,CSE,2,34.87,21,3,7,4,1,16,2,8,4"
"21091A3270,Allison Wolfe,DS,4,29.28,6,10,5,4,2,3,5,9,1"
"24091A3345,Lisa Carter,AIML,1,62.0,28,7,2,0,0,28,1,0,18"
"24091A0535,Richard Cline,CSE,1,59.37,6,0,2,3,4,16,4,0,30"
"23091A053,Adam Stokes,CSE,2,9.75,29,1,0,0,1,19,1,7,0"
"24091A3417,Douglas Myers,Business Systems,1,56.24,22,9,3,1,4,29,3,0,29"
"21091A0594,Rachel Ramos,CSE,4,35.22,25,9,4,0,2,29,2,5,25"
"21091A3415,Kathy Mcbride PhD,Business Systems,4,83.58,22,4,4,1,0,11,5,1,30"
"22091A0586,Brandy Benson,CSE,3,39.16,29,8,5,0,0,30,3,1,30"
"21091A0776,Victoria Gould,Mech,4,85.93,29,1,2,4,5,4,2,9,25"
"21091A0182,Shawn Hart,Civil,4,48.0,28,9,6,3,3,15,3,5,4"
"22091A3429,Tracy Petersen,Business Systems,3,42.18,25,1,10,5,1,7,4,4,9"
"23091A0594,Monica Garcia,CSE,2,44.43,15,2,10,0,1,3,4,0,27"
"21091A0549,Micheal Kramer,CSE,4,37.65,29,0,6,4,5,15,2,4,1"
"22091A343,Sean Smith,Business Systems,3,78.16,7,2,10,1,5,3,2,1,19"
"24091A0252,Sherry Duncan,EEE,1,54.28,11,8,5,3,0,30,1,1,14"
"24091A0152,Shane Benton,Civil,1,22.62,28,3,2,0,3,24,3,6,15"
"24091A3491,Christian Morris,Business Systems,1,25.65,2,0,1,3,2,15,3,2,15"
"24091A0538,Travis Hansen,CSE,1,80.47,28,4,3,3,0,17,3,8,29"
"24091A0753,Shannon Lin,Mech,1,66.02,27,4,5,0,5,20,4,5,22"
"24091A011,Amber Wade,Civil,1,75.98,16,2,4,2,4,5,3,0,1"
"21091A339,Dawn Hickman,AIML,4,51.97,10,0,10,3,4,8,4,4,9"
"22091A0783,Brandon Ponce,Mech,3,5.35,8,4,1,4,3,4,2,9,12"
"21091A3318,Jennifer Hodge,AIML,4,99.09,19,9,7,3,2,30,2,4,11"
"21091A3316,Anthony Smith,AIML,4,12.67,4,5,4,2,4,30,1,7,8"
"22091A3271,Shirley Mccall,DS,3,96.62,4,1,3,5,2,4,1,7,25"
"23091A0510,Erin Morris,CSE,2,33.87,12,10,9,1,4,28,1,6,18"
"23091A3450,Glenda Johnston,Business Systems,2,48.1,25,5,10,1,2,18,1,9,8"
"24091A0250,Stephanie Horn,EEE,1,25.55,22,6,5,0,4,28,1,10,27"
"23091A018,James Mckenzie,Civil,2,32.31,20,4,6,0,3,20,2,0,14"
"22091A3395,Sarah Palmer,AIML,3,7.67,15,10,4,5,4,6,4,3,30"
"21091A0529,Mark Robertson,CSE,4,92.28,30,10,9,5,2,30,4,10,30"
"24091A3251,Kathleen Roberts,DS,1,81.84,23,5,3,4,2,21,4,10,9"
"23091A0148,Kathy Thompson MD,Civil,2,17.22,9,3,6,5,2,25,5,10,14"
"21091A0246,Erik Smith,EEE,4,26.18,27,8,7,5,4,30,5,0,9"
"23091A071,Danielle Valenzuela,Mech,2,72.28,0,9,6,4,1,22,4,7,15"
"24091A0514,Beverly Heath,CSE,1,59.91,6,4,8,1,5,3,1,1,26"
"21091A0266,April Lee,EEE,4,90.49,5,7,5,1,3,6,5,6,11"
"23091A057,Krystal Todd,CSE,2,66.07,25,4,4,4,0,10,2,6,21"
"21091A0524,Ashley Moore,CSE,4,36.87,5,6,3,0,3,17,3,2,12"
"22091A0535,Catherine Martinez,CSE,3,74.38,21,1,6,2,4,15,4,6,1"
"21091A0229,Shane Williams,EEE,4,6.96,16,0,10,5,3,17,3,7,8"
"23091A3497,Kathryn Mullins,Business Systems,2,67.29,6,3,10,3,5,15,3,7,12"
"21091A0243,Laurie Walter,EEE,4,65.28,7,0,1,2,2,24,3,10,16"
"23091A3385,Gina Dennis,AIML,2,31.19,10,9,6,5,2,20,2,9,13"
"22091A0143,James Sanders,Civil,3,79.18,15,5,0,4,2,18,5,6,2"
"21091A0721,Peter Henry,Mech,4,17.57,2,5,4,4,3,15,5,1,7"
"21091A0797,Dennis Schwartz,Mech,4,17.09,22,4,3,2,2,10,4,9,13"
"22091A0758,Cindy Knight,Mech,3,78.6,2,0,3,4,5,25,2,0,0"
"22091A3217,Ashley Woods,DS,3,40.58,8,4,7,0,3,23,1,2,13"
"24091A0262,Nicole Robbins,EEE,1,73.44,26,1,5,1,5,18,2,4,27"
"21091A0793,Danielle Brady,Mech,4,23.19,18,8,6,1,4,13,4,8,1"
"22091A0174,Matthew Barker,Civil,3,25.14,12,8,4,0,4,23,1,7,28"
"21091A0277,Taylor Hall,EEE,4,48.5,30,9,8,0,0,23,3,10,22"
"21091A0749,John Ross,Mech,4,54.53,3,10,10,3,1,2,1,1,23"
"21091A3341,Elizabeth Allen,AIML,4,62.8,14,10,8,2,1,26,4,0,0"
"21091A0269,Joshua Bennett,EEE,4,99.53,25,0,9,3,5,30,5,3,13"
"22091A0197,Paul Clark,Civil,3,55.28,1,2,5,1,3,26,1,0,2"
"22091A013,David Thomas,Civil,3,37.07,17,1,7,0,0,6,1,3,22"
"24091A3323,Kayla Mclaughlin,AIML,1,48.18,19,1,3,2,3,21,3,2,15"
"22091A3283,Thomas Bennett,DS,3,62.49,18,9,3,5,3,22,4,1,30"
"24091A0757,Matthew Lambert,Mech,1,82.01,22,0,8,2,5,5,3,10,13"
"22091A0583,Jennifer Johnson,CSE,3,4.74,4,0,5,4,0,21,1,4,13"
"24091A3476,David Phillips,Business Systems,1,9.0,21,1,4,1,4,3,1,7,18"
"21091A0297,Rebecca Booth,EEE,4,40.61,4,1,0,2,0,1,5,6,21"
"24091A023,Gregory Chen,EEE,1,54.87,25,7,5,1,2,4,3,1,12"
"23091A3211,Melinda Clay,DS,2,62.72,23,0,4,3,4,23,3,10,15"
"22091A0714,Pamela Dunn,Mech,3,22.22,19,9,8,2,5,2,5,6,25"
"21091A0562,Melvin Smith,CSE,4,33.98,7,5,5,4,1,28,4,10,6"
"21091A3355,Amy Olson,AIML,4,68.31,9,0,3,1,5,24,4,2,19"
"22091A0749,Anthony Huynh,Mech,3,36.59,9,2,9,5,5,21,3,3,25"
"23091A0167,Jake Garner,Civil,2,89.81,18,6,0,0,1,9,2,4,11"
"21091A3276,Monica Fox,DS,4,82.65,14,5,8,2,3,7,5,1,23"
"23091A0529,Jose Chavez,CSE,2,53.37,29,1,8,1,0,0,5,8,25"
"21091A0563,Bruce Wells,CSE,4,9.75,28,10,0,2,0,5,2,6,2"
"21091A0273,Dustin Huff,EEE,4,58.24,0,4,8,2,1,23,3,4,3"
"21091A011,Aaron Fitzpatrick,Civil,4,69.52,20,3,7,4,0,6,4,1,23"
"21091A0227,Martin Willis,EEE,4,2.69,4,4,2,1,1,1,1,7,4"
"24091A3282,Gwendolyn Moore,DS,1,1.6,8,2,4,5,0,6,1,7,18"
"21091A0111,Benjamin Harris,Civil,4,29.36,20,5,5,3,3,12,2,6,14"
"22091A0778,Jeffrey Medina,Mech,3,86.11,1,0,6,5,4,11,2,5,4"
"22091A0258,Patrick Valencia,EEE,3,94.98,10,7,6,3,5,13,1,4,29"
"23091A3313,Michael Romero,AIML,2,9.3,3,7,8,0,4,19,2,4,25"
"22091A339,Dr. Amber Banks DDS,AIML,3,85.59,28,9,7,0,0,11,1,5,28"
"22091A0762,Jennifer Ball,Mech,3,19.72,11,9,5,5,3,11,3,8,14"
"23091A3382,Jasmine Barber,AIML,2,95.61,25,4,1,3,0,19,3,5,21"
"23091A0536,Steven Gibson,CSE,2,30.71,28,8,7,1,1,10,4,4,2"
"24091A0196,Carmen Conrad,Civil,1,51.42,25,3,3,5,2,28,1,10,16"
"24091A3379,Mr. Hunter Alvarez,AIML,1,17.59,2,2,3,2,0,14,4,3,7"
"24091A348,Deanna Cervantes,Business Systems,1,3.96,23,0,10,4,2,1,1,1,23"
"24091A0539,Michele Grimes,CSE,1,67.95,3,0,6,2,1,9,4,0,3"
"23091A019,Jennifer Lewis,Civil,2,8.19,7,0,8,1,1,5,2,9,14"
"22091A3468,Joshua Arias,Business Systems,3,4.73,9,9,8,1,0,15,2,3,26"
"23091A3368,William Roach,AIML,2,12.21,29,9,10,1,3,22,2,3,8"
"23091A0215,Robin Harrison,EEE,2,73.68,24,4,9,1,3,26,3,1,19"
"21091A3240,Jenna Knight,DS,4,18.73,27,0,6,1,5,27,4,9,28"
"23091A0715,Ann Green,Mech,2,57.08,26,10,0,0,0,16,3,7,30"
"22091A0592,Richard Bell,CSE,3,63.08,21,2,4,5,5,4,1,5,0"
"21091A3245,Duane Bryan,DS,4,91.01,0,6,5,2,0,12,1,2,5"
"21091A3415,David Guerrero,Business Systems,4,31.7,13,9,7,3,2,19,1,5,15"
"21091A3210,Brandon Malone,DS,4,46.0,21,6,10,3,0,16,5,9,4"
"24091A3259,Aaron Lopez,DS,1,86.26,0,3,0,1,3,5,2,5,28"
"24091A3466,Andrew Lambert,Business Systems,1,30.98,4,8,8,0,0,20,5,9,2"
"21091A3213,Elizabeth Johnson,DS,4,31.02,4,9,9,3,3,8,4,9,29"
"24091A0237,Jennifer Harrington,EEE,1,25.75,30,6,1,4,4,19,2,10,20"
"21091A3218,Melissa Williams,DS,4,95.55,25,1,5,0,4,12,5,8,22"
"24091A3254,Donald Chan,DS,1,16.18,14,4,2,0,2,26,4,1,29"
"24091A3466,Alexis Jackson,Business Systems,1,70.46,15,10,3,3,5,5,3,0,9"
"21091A3322,Cody Davis,AIML,4,29.31,0,8,2,3,2,15,5,5,7"
"23091A0298,Dana Martinez,EEE,2,79.44,25,1,9,3,5,16,3,5,2"
"23091A3243,Paula Bender,DS,2,95.23,7,10,4,5,2,23,3,6,14"
"21091A0774,William Baker,Mech,4,28.63,24,7,6,4,2,11,1,10,29"
"24091A3462,Christopher Jones,Business Systems,1,50.66,3,9,10,0,2,11,1,1,13"
"24091A3467,John Anderson,Business Systems,1,31.06,17,6,3,1,2,9,3,1,5"
